Country,ISO_Code,Level,GDLCODE,Region,"2015","2016","2017","2018"
"Zimbabwe","ZWE","National","ZWEt","Total",5.53,5.52,5.52,5.51
"Zimbabwe","ZWE","Urb/rur","ZWEtu","Urban",4.96,4.95,4.95,4.94
"Zimbabwe","ZWE","Urb/rur","ZWEtr","Rural",5.77,5.76,5.75,5.74
"Zimbabwe","ZWE","Poverty","ZWEp1","Poor",5.60,5.59,5.58,5.57
"Zimbabwe","ZWE","Poverty","ZWEp0","Nonpoor",5.38,5.38,5.38,5.37
"Zimbabwe","ZWE","Wealth quartiles","ZWEw41","Lowest 25%",5.65,5.65,5.65,5.64
"Zimbabwe","ZWE","Wealth quartiles","ZWEw42","Second 25%",5.77,5.74,5.71,5.68
"Zimbabwe","ZWE","Wealth quartiles","ZWEw43","Third 25%",5.47,5.49,5.51,5.53
"Zimbabwe","ZWE","Wealth quartiles","ZWEw44","Highest 25%",5.17,5.15,5.14,5.12
"Zimbabwe","ZWE","Subnat","ZWEr110","Bulawayo",4.96,4.88,4.80,4.72
"Zimbabwe","ZWE","Subnat","ZWEr109","Harare",4.99,4.98,4.97,4.95
"Zimbabwe","ZWE","Subnat","ZWEr101","Manicaland",5.65,5.70,5.74,5.79
"Zimbabwe","ZWE","Subnat","ZWEr102","Mashonaland Central",5.79,5.79,5.79,5.79
"Zimbabwe","ZWE","Subnat","ZWEr103","Mashonaland East",5.23,5.22,5.21,5.20
"Zimbabwe","ZWE","Subnat","ZWEr104","Mashonaland West",5.62,5.62,5.62,5.61
"Zimbabwe","ZWE","Subnat","ZWEr108","Masvingo",5.69,5.75,5.80,5.86
"Zimbabwe","ZWE","Subnat","ZWEr105","Matebeleland North",5.94,5.95,5.96,5.97
"Zimbabwe","ZWE","Subnat","ZWEr106","Matebeleland South",5.54,5.37,5.20,5.02
"Zimbabwe","ZWE","Subnat","ZWEr107","Midlands",5.81,5.77,5.73,5.69
"Argentina","ARG","National","ARGt","Total",,,,
"Argentina","ARG","Urb/rur","ARGtu","Urban",,,,
"Argentina","ARG","Poverty","ARGp1","Poor",,,,
"Argentina","ARG","Poverty","ARGp0","Nonpoor",,,,
"Argentina","ARG","Wealth quartiles","ARGw41","Lowest 25%",,,,
"Argentina","ARG","Wealth quartiles","ARGw42","Second 25%",,,,
"Argentina","ARG","Wealth quartiles","ARGw43","Third 25%",,,,
"Argentina","ARG","Wealth quartiles","ARGw44","Highest 25%",,,,
"Argentina","ARG","Subnat","ARGr103","Catamarca, La Rioja, San Juan",,,,
"Argentina","ARG","Subnat","ARGr106","Chaco, Formosa",,,,
"Argentina","ARG","Subnat","ARGr107","Chubut, Neuquen, Rio Negro, Santa Cruz, Tierra del Fuego",,,,
"Argentina","ARG","Subnat","ARGr101","City of Buenos Aires",,,,
"Argentina","ARG","Subnat","ARGr104","Cordoba",,,,
"Argentina","ARG","Subnat","ARGr105","Corrientes, Entre Rios, Misiones",,,,
"Argentina","ARG","Subnat","ARGr108","Jujuy, Salta",,,,
"Argentina","ARG","Subnat","ARGr109","La Pampa, San Luis, Mendoza",,,,
"Argentina","ARG","Subnat","ARGr102","Rest of Buenos Aires",,,,
"Argentina","ARG","Subnat","ARGr110","Santa Fe",,,,
"Argentina","ARG","Subnat","ARGr111","Santiago del Estero, Tucuman",,,,
"Barbados","BRB","National","BRBt","Total",3.95,,,
"Barbados","BRB","Urb/rur","BRBtu","Urban",3.90,,,
"Barbados","BRB","Urb/rur","BRBtr","Rural",4.03,,,
"Barbados","BRB","Poverty","BRBp1","Poor",1.85,,,
"Barbados","BRB","Poverty","BRBp0","Nonpoor",3.96,,,
"Barbados","BRB","Wealth quartiles","BRBw41","Lowest 25%",3.57,,,
"Barbados","BRB","Wealth quartiles","BRBw42","Second 25%",4.18,,,
"Barbados","BRB","Wealth quartiles","BRBw43","Third 25%",4.03,,,
"Barbados","BRB","Wealth quartiles","BRBw44","Highest 25%",3.94,,,
"Barbados","BRB","Subnat","BRBr102","Christ Church and St. Philip",3.79,,,
"Barbados","BRB","Subnat","BRBr101","St Michael",4.23,,,
"Barbados","BRB","Subnat","BRBr103","St. James, St. George, and St. Thomas",3.81,,,
"Barbados","BRB","Subnat","BRBr104","St. Lucy, St. Peter, St. Andrew, St. Joseph, and St. John",3.88,,,
"Belize","BLZ","National","BLZt","Total",,,,
"Belize","BLZ","Urb/rur","BLZtu","Urban",,,,
"Belize","BLZ","Urb/rur","BLZtr","Rural",,,,
"Belize","BLZ","Poverty","BLZp1","Poor",,,,
"Belize","BLZ","Poverty","BLZp0","Nonpoor",,,,
"Belize","BLZ","Wealth quartiles","BLZw41","Lowest 25%",,,,
"Belize","BLZ","Wealth quartiles","BLZw42","Second 25%",,,,
"Belize","BLZ","Wealth quartiles","BLZw43","Third 25%",,,,
"Belize","BLZ","Wealth quartiles","BLZw44","Highest 25%",,,,
"Belize","BLZ","Subnat","BLZr102","Belize",,,,
"Belize","BLZ","Subnat","BLZr103","Cayo",,,,
"Belize","BLZ","Subnat","BLZr101","Corozal, Orange Walk",,,,
"Belize","BLZ","Subnat","BLZr104","Stann Creek, Toledo",,,,
"Bolivia","BOL","National","BOLt","Total",,,,
"Bolivia","BOL","Urb/rur","BOLtu","Urban",,,,
"Bolivia","BOL","Urb/rur","BOLtr","Rural",,,,
"Bolivia","BOL","Poverty","BOLp1","Poor",,,,
"Bolivia","BOL","Poverty","BOLp0","Nonpoor",,,,
"Bolivia","BOL","Wealth quartiles","BOLw41","Lowest 25%",,,,
"Bolivia","BOL","Wealth quartiles","BOLw42","Second 25%",,,,
"Bolivia","BOL","Wealth quartiles","BOLw43","Third 25%",,,,
"Bolivia","BOL","Wealth quartiles","BOLw44","Highest 25%",,,,
"Bolivia","BOL","Subnat","BOLr108","Beni",,,,
"Bolivia","BOL","Subnat","BOLr101","Chuquisaca",,,,
"Bolivia","BOL","Subnat","BOLr103","Cochabamba",,,,
"Bolivia","BOL","Subnat","BOLr102","La Paz",,,,
"Bolivia","BOL","Subnat","BOLr104","Oruro",,,,
"Bolivia","BOL","Subnat","BOLr109","Pando",,,,
"Bolivia","BOL","Subnat","BOLr105","Potosi",,,,
"Bolivia","BOL","Subnat","BOLr107","Santa Cruz",,,,
"Bolivia","BOL","Subnat","BOLr106","Tarija",,,,
"Brazil","BRA","National","BRAt","Total",,,,
"Brazil","BRA","Urb/rur","BRAtu","Urban",,,,
"Brazil","BRA","Urb/rur","BRAtr","Rural",,,,
"Brazil","BRA","Poverty","BRAp1","Poor",,,,
"Brazil","BRA","Poverty","BRAp0","Nonpoor",,,,
"Brazil","BRA","Wealth quartiles","BRAw41","Lowest 25%",,,,
"Brazil","BRA","Wealth quartiles","BRAw42","Second 25%",,,,
"Brazil","BRA","Wealth quartiles","BRAw43","Third 25%",,,,
"Brazil","BRA","Wealth quartiles","BRAw44","Highest 25%",,,,
"Brazil","BRA","Subnat","BRAr102","Acre",,,,
"Brazil","BRA","Subnat","BRAr114","Alagoas",,,,
"Brazil","BRA","Subnat","BRAr106","Amapa",,,,
"Brazil","BRA","Subnat","BRAr103","Amazonas",,,,
"Brazil","BRA","Subnat","BRAr116","Bahia",,,,
"Brazil","BRA","Subnat","BRAr110","Ceara",,,,
"Brazil","BRA","Subnat","BRAr127","Distrito Federal",,,,
"Brazil","BRA","Subnat","BRAr118","Espirito Santo",,,,
"Brazil","BRA","Subnat","BRAr126","Goias",,,,
"Brazil","BRA","Subnat","BRAr108","Maranhao",,,,
"Brazil","BRA","Subnat","BRAr125","Mato Grosso",,,,
"Brazil","BRA","Subnat","BRAr124","Mato Grosso do Sul",,,,
"Brazil","BRA","Subnat","BRAr117","Minas Gerais",,,,
"Brazil","BRA","Subnat","BRAr105","Para",,,,
"Brazil","BRA","Subnat","BRAr112","Paraiba",,,,
"Brazil","BRA","Subnat","BRAr121","Parana",,,,
"Brazil","BRA","Subnat","BRAr113","Pernambuco",,,,
"Brazil","BRA","Subnat","BRAr109","Piaui",,,,
"Brazil","BRA","Subnat","BRAr119","Rio de Janeiro",,,,
"Brazil","BRA","Subnat","BRAr111","Rio Grande do Norte",,,,
"Brazil","BRA","Subnat","BRAr123","Rio Grande do Sul",,,,
"Brazil","BRA","Subnat","BRAr101","Rondonia",,,,
"Brazil","BRA","Subnat","BRAr104","Roraima",,,,
"Brazil","BRA","Subnat","BRAr122","Santa Catarina",,,,
"Brazil","BRA","Subnat","BRAr120","Sao Paulo",,,,
"Brazil","BRA","Subnat","BRAr115","Sergipe",,,,
"Brazil","BRA","Subnat","BRAr107","Tocantins",,,,
"Chili","CHL","National","CHLt","Total",,,,
"Chili","CHL","Urb/rur","CHLtu","Urban",,,,
"Chili","CHL","Urb/rur","CHLtr","Rural",,,,
"Chili","CHL","Poverty","CHLp1","Poor",,,,
"Chili","CHL","Poverty","CHLp0","Nonpoor",,,,
"Chili","CHL","Wealth quartiles","CHLw41","Lowest 25%",,,,
"Chili","CHL","Wealth quartiles","CHLw42","Second 25%",,,,
"Chili","CHL","Wealth quartiles","CHLw43","Third 25%",,,,
"Chili","CHL","Wealth quartiles","CHLw44","Highest 25%",,,,
"Chili","CHL","Subnat","CHLr202"," Centro V - VII",,,,
"Chili","CHL","Subnat","CHLr201"," Norte I - IV",,,,
"Chili","CHL","Subnat","CHLr203"," Sur VIII - XII",,,,
"Chili","CHL","Subnat","CHLr111","Aisen",,,,
"Chili","CHL","Subnat","CHLr102","Antofagasta",,,,
"Chili","CHL","Subnat","CHLr109","Arbucania",,,,
"Chili","CHL","Subnat","CHLr103","Atacama",,,,
"Chili","CHL","Subnat","CHLr108","Bio Bio",,,,
"Chili","CHL","Subnat","CHLr104","Coquimbo",,,,
"Chili","CHL","Subnat","CHLr110","Los Lagos (incl Los Rios)",,,,
"Chili","CHL","Subnat","CHLr112","Magallanes and La Antartica Chilena",,,,
"Chili","CHL","Subnat","CHLr107","Maule",,,,
"Chili","CHL","Subnat","CHLr106","OHiggins",,,,
"Chili","CHL","Subnat","CHLr113","Region Metropolitana",,,,
"Chili","CHL","Subnat","CHLr101","Tarapaca (incl Arica and Parinacota)",,,,
"Chili","CHL","Subnat","CHLr105","Valparaiso (former Aconcagua)",,,,
"Colombia","COL","National","COLt","Total",4.53,4.46,4.39,4.31
"Colombia","COL","Urb/rur","COLtu","Urban",4.44,4.37,4.31,4.24
"Colombia","COL","Urb/rur","COLtr","Rural",4.82,4.74,4.65,4.57
"Colombia","COL","Poverty","COLp1","Poor",5.13,5.12,5.11,5.09
"Colombia","COL","Poverty","COLp0","Nonpoor",4.49,4.42,4.34,4.27
"Colombia","COL","Wealth quartiles","COLw41","Lowest 25%",4.91,4.81,4.72,4.62
"Colombia","COL","Wealth quartiles","COLw42","Second 25%",4.52,4.45,4.39,4.32
"Colombia","COL","Wealth quartiles","COLw43","Third 25%",4.32,4.23,4.15,4.06
"Colombia","COL","Wealth quartiles","COLw44","Highest 25%",4.35,4.32,4.28,4.25
"Colombia","COL","Subnat","COLr129","Amazonas",5.17,4.88,4.60,4.31
"Colombia","COL","Subnat","COLr101","Antioquia (incl Medellin)",4.36,4.27,4.17,4.08
"Colombia","COL","Subnat","COLr125","Arauca",4.64,4.61,4.57,4.54
"Colombia","COL","Subnat","COLr102","Atlantico (incl Barranquilla)",5.22,5.18,5.14,5.10
"Colombia","COL","Subnat","COLr103","Bogota D.C.",4.19,4.15,4.11,4.06
"Colombia","COL","Subnat","COLr104","Bolivar (Sur and Norte)",5.04,4.96,4.88,4.80
"Colombia","COL","Subnat","COLr105","Boyaca",4.01,3.91,3.81,3.71
"Colombia","COL","Subnat","COLr106","Caldas",4.09,4.02,3.95,3.87
"Colombia","COL","Subnat","COLr107","Caqueta",4.22,4.07,3.92,3.78
"Colombia","COL","Subnat","COLr126","Casanare",4.13,4.02,3.91,3.81
"Colombia","COL","Subnat","COLr108","Cauca",4.61,4.54,4.46,4.39
"Colombia","COL","Subnat","COLr109","Cesar",5.15,5.10,5.05,5.01
"Colombia","COL","Subnat","COLr112","Choco",5.21,5.19,5.18,5.16
"Colombia","COL","Subnat","COLr110","Cordoba",5.08,4.99,4.90,4.81
"Colombia","COL","Subnat","COLr111","Cundinamarca",4.50,4.42,4.35,4.27
"Colombia","COL","Subnat","COLr130","Guainja",5.44,5.38,5.32,5.26
"Colombia","COL","Subnat","COLr114","Guajira",5.73,5.65,5.58,5.50
"Colombia","COL","Subnat","COLr131","Guaviare",4.04,3.92,3.80,3.67
"Colombia","COL","Subnat","COLr113","Huila",4.59,4.47,4.36,4.24
"Colombia","COL","Subnat","COLr115","Magdalena",5.38,5.31,5.24,5.16
"Colombia","COL","Subnat","COLr116","Meta",4.28,4.15,4.02,3.89
"Colombia","COL","Subnat","COLr117","Narino",4.42,4.29,4.16,4.02
"Colombia","COL","Subnat","COLr118","Norte de Santander",4.81,4.74,4.68,4.61
"Colombia","COL","Subnat","COLr127","Putumayo",4.43,4.35,4.27,4.18
"Colombia","COL","Subnat","COLr119","Quindio",4.12,4.07,4.03,3.98
"Colombia","COL","Subnat","COLr120","Risaralda",4.07,3.95,3.83,3.72
"Colombia","COL","Subnat","COLr128","San Andres",3.99,3.91,3.83,3.75
"Colombia","COL","Subnat","COLr121","Santander",4.47,4.40,4.33,4.26
"Colombia","COL","Subnat","COLr122","Sucre",5.02,4.89,4.76,4.63
"Colombia","COL","Subnat","COLr123","Tolima",4.22,4.10,3.98,3.85
"Colombia","COL","Subnat","COLr124","Valle (incl Cali)",4.30,4.25,4.20,4.14
"Colombia","COL","Subnat","COLr132","Vaupis",6.07,5.96,5.85,5.74
"Colombia","COL","Subnat","COLr133","Vichada",4.59,4.38,4.17,3.95
"Costa Rica","CRI","National","CRIt","Total",,,,
"Costa Rica","CRI","Urb/rur","CRItu","Urban",,,,
"Costa Rica","CRI","Urb/rur","CRItr","Rural",,,,
"Costa Rica","CRI","Poverty","CRIp1","Poor",,,,
"Costa Rica","CRI","Poverty","CRIp0","Nonpoor",,,,
"Costa Rica","CRI","Wealth quartiles","CRIw41","Lowest 25%",,,,
"Costa Rica","CRI","Wealth quartiles","CRIw42","Second 25%",,,,
"Costa Rica","CRI","Wealth quartiles","CRIw43","Third 25%",,,,
"Costa Rica","CRI","Wealth quartiles","CRIw44","Highest 25%",,,,
"Costa Rica","CRI","Subnat","CRIr102","Alajuela",,,,
"Costa Rica","CRI","Subnat","CRIr103","Cartago",,,,
"Costa Rica","CRI","Subnat","CRIr105","Guanacaste",,,,
"Costa Rica","CRI","Subnat","CRIr104","Heredia",,,,
"Costa Rica","CRI","Subnat","CRIr107","Limon",,,,
"Costa Rica","CRI","Subnat","CRIr106","Puntarenas",,,,
"Costa Rica","CRI","Subnat","CRIr101","San Jose",,,,
"Cuba","CUB","National","CUBt","Total",,,,
"Cuba","CUB","Urb/rur","CUBtu","Urban",,,,
"Cuba","CUB","Urb/rur","CUBtr","Rural",,,,
"Cuba","CUB","Subnat","CUBr103","Centro",,,,
"Cuba","CUB","Subnat","CUBr102","Ciudad Habana",,,,
"Cuba","CUB","Subnat","CUBr101","Occidente",,,,
"Cuba","CUB","Subnat","CUBr104","Oriente",,,,
"Dominican Republic","DOM","National","DOMt","Total",4.50,4.47,,
"Dominican Republic","DOM","Urb/rur","DOMtu","Urban",4.52,4.49,,
"Dominican Republic","DOM","Urb/rur","DOMtr","Rural",4.49,4.45,,
"Dominican Republic","DOM","Poverty","DOMp1","Poor",3.21,3.04,,
"Dominican Republic","DOM","Poverty","DOMp0","Nonpoor",4.57,4.55,,
"Dominican Republic","DOM","Wealth quartiles","DOMw41","Lowest 25%",4.12,4.04,,
"Dominican Republic","DOM","Wealth quartiles","DOMw42","Second 25%",4.55,4.52,,
"Dominican Republic","DOM","Wealth quartiles","DOMw43","Third 25%",4.69,4.68,,
"Dominican Republic","DOM","Wealth quartiles","DOMw44","Highest 25%",4.56,4.56,,
"Dominican Republic","DOM","Subnat","DOMr101","Region 0 (Distrito Nacional, Santo Domingo, Monte Plata)",4.63,4.62,,
"Dominican Republic","DOM","Subnat","DOMr102","Region I (Peravia, San Cristobal, San Jose de Ocoa, Azua)",4.54,4.48,,
"Dominican Republic","DOM","Subnat","DOMr103","Region II (Espaillat, Puerto Plata, Santiago)",4.35,4.32,,
"Dominican Republic","DOM","Subnat","DOMr104","Region III (Duarte, Maria Trinidad Sanchez, Salcedo, Samana)",4.09,4.01,,
"Dominican Republic","DOM","Subnat","DOMr105","Region IV (Independencia, Bahoruco, Barahona, Pedernales)",5.09,5.04,,
"Dominican Republic","DOM","Subnat","DOMr106","Region V (El Seibo, La Altagracia, La Romana, San Pedro de Macoris, Hato Mayor)",4.28,4.23,,
"Dominican Republic","DOM","Subnat","DOMr107","Region VI (San Juan, Elias Pina)",4.99,4.94,,
"Dominican Republic","DOM","Subnat","DOMr108","Region VII (Dajabon, Monte Cristi, Santiago Rodriguez, Valverde)",4.24,4.20,,
"Dominican Republic","DOM","Subnat","DOMr109","Region VIII (La Vega, Monsenor Nouel, Sanchez Ramirez)",4.29,4.22,,
"Ecuador","ECU","National","ECUt","Total",,,,
"Ecuador","ECU","Urb/rur","ECUtu","Urban",,,,
"Ecuador","ECU","Urb/rur","ECUtr","Rural",,,,
"Ecuador","ECU","Poverty","ECUp1","Poor",,,,
"Ecuador","ECU","Poverty","ECUp0","Nonpoor",,,,
"Ecuador","ECU","Wealth quartiles","ECUw41","Lowest 25%",,,,
"Ecuador","ECU","Wealth quartiles","ECUw42","Second 25%",,,,
"Ecuador","ECU","Wealth quartiles","ECUw43","Third 25%",,,,
"Ecuador","ECU","Wealth quartiles","ECUw44","Highest 25%",,,,
"Ecuador","ECU","Subnat","ECUr101","Coste",,,,
"Ecuador","ECU","Subnat","ECUr103","Oriente",,,,
"Ecuador","ECU","Subnat","ECUr102","Sierra",,,,
"El Salvador","SLV","National","SLVt","Total",5.78,6.70,7.62,
"El Salvador","SLV","Urb/rur","SLVtu","Urban",5.64,6.58,7.53,
"El Salvador","SLV","Urb/rur","SLVtr","Rural",6.02,6.89,7.76,
"El Salvador","SLV","Poverty","SLVp1","Poor",5.83,6.64,7.46,
"El Salvador","SLV","Poverty","SLVp0","Nonpoor",5.81,6.78,7.76,
"El Salvador","SLV","Wealth quartiles","SLVw41","Lowest 25%",6.19,7.12,8.06,
"El Salvador","SLV","Wealth quartiles","SLVw42","Second 25%",5.97,6.93,7.90,
"El Salvador","SLV","Wealth quartiles","SLVw43","Third 25%",5.65,6.55,7.46,
"El Salvador","SLV","Wealth quartiles","SLVw44","Highest 25%",5.30,6.16,7.03,
"El Salvador","SLV","Subnat","SLVr102","Central I",5.69,6.61,7.54,
"El Salvador","SLV","Subnat","SLVr103","Central II",6.29,7.37,8.45,
"El Salvador","SLV","Subnat","SLVr101","Occidental",5.82,6.70,7.59,
"El Salvador","SLV","Subnat","SLVr104","Oriental",5.65,6.50,7.35,
"Guatemala","GTM","National","GTMt","Total",6.07,6.88,7.68,8.49
"Guatemala","GTM","Urb/rur","GTMtu","Urban",5.58,6.33,7.09,7.84
"Guatemala","GTM","Urb/rur","GTMtr","Rural",6.43,7.26,8.09,8.92
"Guatemala","GTM","Poverty","GTMp1","Poor",6.42,7.18,7.95,8.71
"Guatemala","GTM","Poverty","GTMp0","Nonpoor",5.93,6.77,7.60,8.44
"Guatemala","GTM","Wealth quartiles","GTMw41","Lowest 25%",6.91,7.83,8.76,9.68
"Guatemala","GTM","Wealth quartiles","GTMw42","Second 25%",6.39,7.25,8.11,8.97
"Guatemala","GTM","Wealth quartiles","GTMw43","Third 25%",5.57,6.33,7.08,7.84
"Guatemala","GTM","Wealth quartiles","GTMw44","Highest 25%",5.10,5.70,6.29,6.89
"Guatemala","GTM","Subnat","GTMr105","Central",5.75,6.42,7.08,7.75
"Guatemala","GTM","Subnat","GTMr101","Metropolitan",5.21,5.86,6.50,7.15
"Guatemala","GTM","Subnat","GTMr102","North",6.54,7.47,8.40,9.33
"Guatemala","GTM","Subnat","GTMr107","North-Occidental",6.90,7.89,8.89,9.88
"Guatemala","GTM","Subnat","GTMr103","North-Oriental",6.03,6.83,7.63,8.43
"Guatemala","GTM","Subnat","GTMr108","Peten",6.03,6.80,7.58,8.35
"Guatemala","GTM","Subnat","GTMr106","South-Occidental",6.30,7.17,8.03,8.90
"Guatemala","GTM","Subnat","GTMr104","South-Oriental",5.92,6.60,7.27,7.95
"Guyana","GUY","National","GUYt","Total",4.98,4.96,4.95,
"Guyana","GUY","Urb/rur","GUYtu","Urban",5.03,5.04,5.04,
"Guyana","GUY","Urb/rur","GUYtr","Rural",4.95,4.93,4.90,
"Guyana","GUY","Poverty","GUYp1","Poor",5.79,5.85,5.92,
"Guyana","GUY","Poverty","GUYp0","Nonpoor",4.89,4.88,4.86,
"Guyana","GUY","Wealth quartiles","GUYw41","Lowest 25%",5.67,5.72,5.78,
"Guyana","GUY","Wealth quartiles","GUYw42","Second 25%",4.82,4.78,4.73,
"Guyana","GUY","Wealth quartiles","GUYw43","Third 25%",4.55,4.50,4.44,
"Guyana","GUY","Wealth quartiles","GUYw44","Highest 25%",4.79,4.76,4.74,
"Guyana","GUY","Subnat","GUYr101","Barima-Waini",7.15,7.31,7.46,
"Guyana","GUY","Subnat","GUYr107","Cuyuni-Mazaruni",6.24,6.28,6.33,
"Guyana","GUY","Subnat","GUYr104","Demerara-Mahaica",5.02,5.04,5.07,
"Guyana","GUY","Subnat","GUYr106","East Berbice-Corentyne",4.36,4.27,4.19,
"Guyana","GUY","Subnat","GUYr103","Essequibo Islands-West Demerara",4.52,4.46,4.41,
"Guyana","GUY","Subnat","GUYr105","Mahaica-Berbice",5.00,5.02,5.05,
"Guyana","GUY","Subnat","GUYr102","Pomeroon-Supenaam",5.11,5.13,5.16,
"Guyana","GUY","Subnat","GUYr108","Potaro-Siparuni",7.00,7.16,7.33,
"Guyana","GUY","Subnat","GUYr110","Upper Demerara-Berbice",5.03,4.93,4.84,
"Guyana","GUY","Subnat","GUYr109","Upper Takutu-Upper Essequibo",6.61,6.68,6.76,
"Haiti","HTI","National","HTIt","Total",5.72,5.67,5.62,5.57
"Haiti","HTI","Urb/rur","HTItu","Urban",5.60,5.55,5.50,5.45
"Haiti","HTI","Urb/rur","HTItr","Rural",5.80,5.75,5.70,5.65
"Haiti","HTI","Poverty","HTIp1","Poor",5.67,5.65,5.62,5.59
"Haiti","HTI","Poverty","HTIp0","Nonpoor",5.88,5.76,5.64,5.52
"Haiti","HTI","Wealth quartiles","HTIw41","Lowest 25%",5.87,5.77,5.68,5.59
"Haiti","HTI","Wealth quartiles","HTIw42","Second 25%",5.74,5.74,5.75,5.76
"Haiti","HTI","Wealth quartiles","HTIw43","Third 25%",5.46,5.42,5.39,5.36
"Haiti","HTI","Wealth quartiles","HTIw44","Highest 25%",5.79,5.72,5.66,5.60
"Haiti","HTI","Subnat","HTIr105","Artibonite",5.50,5.50,5.50,5.50
"Haiti","HTI","Subnat","HTIr110","Camps",4.20,,,
"Haiti","HTI","Subnat","HTIr106","Centre",6.02,5.93,5.84,5.75
"Haiti","HTI","Subnat","HTIr108","Grande-Anse, Nippes",5.81,5.76,5.71,5.66
"Haiti","HTI","Subnat","HTIr103","North",6.39,6.30,6.22,6.14
"Haiti","HTI","Subnat","HTIr104","North-East",6.20,6.17,6.14,6.11
"Haiti","HTI","Subnat","HTIr109","North-West",6.06,5.98,5.90,5.82
"Haiti","HTI","Subnat","HTIr107","South",5.99,5.95,5.91,5.87
"Haiti","HTI","Subnat","HTIr102","South-East",5.80,5.73,5.65,5.57
"Haiti","HTI","Subnat","HTIr101","West (incl Metropolitain area)",5.44,5.36,5.28,5.20
"Honduras","HND","National","HNDt","Total",,,,
"Honduras","HND","Urb/rur","HNDtu","Urban",,,,
"Honduras","HND","Urb/rur","HNDtr","Rural",,,,
"Honduras","HND","Poverty","HNDp1","Poor",,,,
"Honduras","HND","Poverty","HNDp0","Nonpoor",,,,
"Honduras","HND","Wealth quartiles","HNDw41","Lowest 25%",,,,
"Honduras","HND","Wealth quartiles","HNDw42","Second 25%",,,,
"Honduras","HND","Wealth quartiles","HNDw43","Third 25%",,,,
"Honduras","HND","Wealth quartiles","HNDw44","Highest 25%",,,,
"Honduras","HND","Subnat","HNDr101","Atlantida",,,,
"Honduras","HND","Subnat","HNDr106","Choluteca",,,,
"Honduras","HND","Subnat","HNDr102","Colon",,,,
"Honduras","HND","Subnat","HNDr103","Comayagua",,,,
"Honduras","HND","Subnat","HNDr104","Copan",,,,
"Honduras","HND","Subnat","HNDr105","Cortes",,,,
"Honduras","HND","Subnat","HNDr107","El Paraiso",,,,
"Honduras","HND","Subnat","HNDr108","Francisco Morazan",,,,
"Honduras","HND","Subnat","HNDr109","Gracias a Dios",,,,
"Honduras","HND","Subnat","HNDr110","Intibuca",,,,
"Honduras","HND","Subnat","HNDr111","Islas de la Bahia",,,,
"Honduras","HND","Subnat","HNDr112","La Paz",,,,
"Honduras","HND","Subnat","HNDr113","Lempira",,,,
"Honduras","HND","Subnat","HNDr114","Ocotepeque",,,,
"Honduras","HND","Subnat","HNDr115","Olancho",,,,
"Honduras","HND","Subnat","HNDr116","Santa Barbara",,,,
"Honduras","HND","Subnat","HNDr117","Valle",,,,
"Honduras","HND","Subnat","HNDr118","Yoro",,,,
"Jamaica","JAM","National","JAMt","Total",0.01,,,
"Jamaica","JAM","Urb/rur","JAMtu","Urban",0.01,,,
"Jamaica","JAM","Urb/rur","JAMtr","Rural",0.01,,,
"Jamaica","JAM","Poverty","JAMp1","Poor",1.52,,,
"Jamaica","JAM","Poverty","JAMp0","Nonpoor",0.01,,,
"Jamaica","JAM","Wealth quartiles","JAMw41","Lowest 25%",0.01,,,
"Jamaica","JAM","Wealth quartiles","JAMw42","Second 25%",0.01,,,
"Jamaica","JAM","Wealth quartiles","JAMw43","Third 25%",0.01,,,
"Jamaica","JAM","Wealth quartiles","JAMw44","Highest 25%",0.01,,,
"Jamaica","JAM","Subnat","JAMr101","Kingston, St Andrew",0.01,,,
"Jamaica","JAM","Subnat","JAMr106","Manchester, Clarendon",0.01,,,
"Jamaica","JAM","Subnat","JAMr103","St Ann, St Catherine",0.01,,,
"Jamaica","JAM","Subnat","JAMr105","St James, Hanover, Westmoreland",0.01,,,
"Jamaica","JAM","Subnat","JAMr102","St Thomas, Portland, St Mary",0.01,,,
"Jamaica","JAM","Subnat","JAMr104","Trelawny, St Elizabeth",0.01,,,
"Mexico","MEX","National","MEXt","Total",4.54,4.46,4.39,4.31
"Mexico","MEX","Urb/rur","MEXtu","Urban",4.47,4.41,4.34,4.28
"Mexico","MEX","Urb/rur","MEXtr","Rural",4.78,4.67,4.56,4.45
"Mexico","MEX","Poverty","MEXp1","Poor",5.06,5.03,4.99,4.96
"Mexico","MEX","Poverty","MEXp0","Nonpoor",4.53,4.46,4.39,4.32
"Mexico","MEX","Wealth quartiles","MEXw41","Lowest 25%",4.91,4.85,4.79,4.74
"Mexico","MEX","Wealth quartiles","MEXw42","Second 25%",4.52,4.43,4.33,4.24
"Mexico","MEX","Wealth quartiles","MEXw43","Third 25%",4.42,4.34,4.27,4.19
"Mexico","MEX","Wealth quartiles","MEXw44","Highest 25%",4.28,4.19,4.11,4.02
"Mexico","MEX","Subnat","MEXr204"," CDMX-Edo Mexico Ciudad de Mexico (Estado de Mexico)",4.53,4.46,4.39,4.31
"Mexico","MEX","Subnat","MEXr203"," Centro (Guerrero, Morelos, Puebla, Tlaxcala, Hidalgo, Michoacan y Colima)",4.64,4.55,4.47,4.38
"Mexico","MEX","Subnat","MEXr202"," Noreste (Aguascalientes, Coahuila, Guanajuato, Nuevo Leon, Queretaro, San Luis Potosi, Tamaulipas,",4.47,4.38,4.29,4.21
